"trial_number_within_block","completion_code","condition","news_station_first","with_independent_council","X_I","X_F","source_type","block_stage","block_half","block_quarter","correct_state","posterior_blue_I","posterior_blue_F","ground_truth","change_of_mind"
28,"8m0d1z43","Without","First","true",4,2,"helpful","normal",2,4,"blue",0.36,0.51,1,0.15
29,"8m0d1z43","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.43,NA,1,NA
30,"8m0d1z43","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",0.9,NA,1,NA
31,"8m0d1z43","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.84,NA,1,NA
32,"8m0d1z43","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.26,NA,1,NA
33,"8m0d1z43","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.29,NA,1,NA
34,"8m0d1z43","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.5,NA,1,NA
1,"8um84abg","Without","First","true",2,4,"opposite","normal",1,1,"green",0.98,0.62,-1,-0.36
2,"8um84abg","Without","First","true",4,2,"opposite","normal",1,1,"blue",0.4,1,1,0.6
3,"8um84abg","Without","First","true",1,4,"opposite","normal",1,1,"green",1,0.43,-1,-0.57
4,"8um84abg","Without","First","true",0,5,"opposite","normal",1,1,"green",0.96,0,-1,-0.96
5,"8um84abg","Without","First","true",4,0,"opposite","normal",1,1,"blue",0,0.64,1,0.64
6,"8um84abg","Without","First","true",3,1,"opposite","normal",1,1,"blue",0.13,0.3,1,0.17
7,"8um84abg","Without","First","true",4,0,"opposite","normal",1,1,"blue",0,0.61,1,0.61
8,"8um84abg","Without","First","true",5,1,"opposite","normal",1,2,"blue",0.32,1,1,0.68
9,"8um84abg","Without","First","true",1,4,"opposite","normal",1,2,"green",0.66,0.45,-1,-0.21
10,"8um84abg","Without","First","true",4,1,"opposite","normal",1,2,"blue",0.33,0.81,1,0.48
11,"8um84abg","Without","First","true",1,4,"opposite","normal",1,2,"green",0.5,0.04,-1,-0.46
12,"8um84abg","Without","First","true",4,1,"opposite","normal",1,2,"blue",0.5,0.86,1,0.36
13,"8um84abg","Without","First","true",4,1,"opposite","normal",1,2,"blue",0.5,0.72,1,0.22
14,"8um84abg","Without","First","true",3,2,"opposite","normal",1,2,"blue",0.5,0.5,1,0
15,"8um84abg","Without","First","true",2,5,"opposite","normal",2,3,"green",0.72,0.82,-1,0.1
16,"8um84abg","Without","First","true",1,2,"opposite","normal",2,3,"blue",0.54,0.09,1,-0.45
17,"8um84abg","Without","First","true",3,1,"opposite","normal",2,3,"blue",0.43,0.38,1,-0.05
18,"8um84abg","Without","First","true",4,2,"opposite","normal",2,3,"blue",0.5,0.97,1,0.47
19,"8um84abg","Without","First","true",1,4,"opposite","normal",2,3,"green",0.57,0.4,-1,-0.17
20,"8um84abg","Without","First","true",1,2,"opposite","normal",2,3,"green",0.52,0.07,-1,-0.45
21,"8um84abg","Without","First","true",3,0,"opposite","normal",2,3,"blue",0.3,0.44,1,0.14
22,"8um84abg","Without","First","true",0,2,"opposite","normal",2,4,"green",0.49,0,-1,-0.49
23,"8um84abg","Without","First","true",2,2,"opposite","normal",2,4,"green",0.51,0.39,-1,-0.12
24,"8um84abg","Without","First","true",0,5,"opposite","normal",2,4,"green",0.68,0.51,-1,-0.17
25,"8um84abg","Without","First","true",0,3,"opposite","normal",2,4,"green",0.5,0,-1,-0.5
26,"8um84abg","Without","First","true",3,3,"opposite","normal",2,4,"green",0.59,0.64,-1,0.05
27,"8um84abg","Without","First","true",4,2,"opposite","normal",2,4,"blue",0.42,0.98,1,0.56
28,"8um84abg","Without","First","true",3,2,"opposite","normal",2,4,"green",0.5,0.5,-1,0
29,"8um84abg","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0.26,NA,1,NA
30,"8um84abg","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0.65,NA,1,NA
31,"8um84abg","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",1,NA,1,NA
32,"8um84abg","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
33,"8um84abg","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.5,NA,1,NA
34,"8um84abg","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0.63,NA,1,NA
1,"8um84abg","Without","First","true",1,3,"random","normal",1,1,"green",0.65,0.39,-1,-0.26
2,"8um84abg","Without","First","true",2,3,"random","normal",1,1,"green",0.71,0.49,-1,-0.22
3,"8um84abg","Without","First","true",3,4,"random","normal",1,1,"blue",0.79,0.91,1,0.12
4,"8um84abg","Without","First","true",4,4,"random","normal",1,1,"blue",0.82,0.99,1,0.17
5,"8um84abg","Without","First","true",2,4,"random","normal",1,1,"green",0.91,0.75,-1,-0.16
6,"8um84abg","Without","First","true",5,3,"random","normal",1,1,"blue",0.62,1,1,0.38
7,"8um84abg","Without","First","true",4,2,"random","normal",1,1,"blue",0.43,0.56,1,0.13
8,"8um84abg","Without","First","true",1,5,"random","normal",1,2,"green",1,0.94,-1,-0.0600000000000001
9,"8um84abg","Without","First","true",1,1,"random","normal",1,2,"green",0.2,0,-1,-0.2
10,"8um84abg","Without","First","true",5,1,"random","normal",1,2,"blue",0.1,0.49,1,0.39
11,"8um84abg","Without","First","true",4,2,"random","normal",1,2,"blue",0.43,0.67,1,0.24
12,"8um84abg","Without","First","true",3,4,"random","normal",1,2,"green",0.82,0.97,-1,0.15
13,"8um84abg","Without","First","true",5,5,"random","normal",1,2,"blue",1,1,1,0
14,"8um84abg","Without","First","true",2,2,"random","normal",1,2,"green",0.41,0.37,-1,-0.04
15,"8um84abg","Without","First","true",1,1,"random","normal",2,3,"green",0.33,0.02,-1,-0.31
16,"8um84abg","Without","First","true",4,1,"random","normal",2,3,"blue",0.02,0.79,1,0.77
17,"8um84abg","Without","First","true",1,3,"random","normal",2,3,"blue",0.64,0.36,1,-0.28
18,"8um84abg","Without","First","true",0,3,"random","normal",2,3,"green",0.69,0.33,-1,-0.36
19,"8um84abg","Without","First","true",2,2,"random","normal",2,3,"green",0.42,0.23,-1,-0.19
20,"8um84abg","Without","First","true",3,2,"random","normal",2,3,"blue",0.37,0.49,1,0.12
21,"8um84abg","Without","First","true",2,3,"random","normal",2,3,"green",0.59,0.51,-1,-0.08
22,"8um84abg","Without","First","true",3,2,"random","normal",2,4,"blue",0.39,0.52,1,0.13
23,"8um84abg","Without","First","true",5,1,"random","normal",2,4,"blue",0.29,0.58,1,0.29
24,"8um84abg","Without","First","true",1,2,"random","normal",2,4,"green",0.44,0,-1,-0.44
25,"8um84abg","Without","First","true",2,3,"random","normal",2,4,"green",0.5,0.5,-1,0
26,"8um84abg","Without","First","true",3,2,"random","normal",2,4,"blue",0.51,0.51,1,0
27,"8um84abg","Without","First","true",5,1,"random","normal",2,4,"blue",0.2,0.73,1,0.53
28,"8um84abg","Without","First","true",0,2,"random","normal",2,4,"green",0.5,0,-1,-0.5
29,"8um84abg","Without","First","true",NA,4,"random","station_only",NA,NA,"blue",0.77,NA,1,NA
30,"8um84abg","Without","First","true",NA,3,"random","station_only",NA,NA,"blue",0.5,NA,1,NA
31,"8um84abg","Without","First","true",NA,2,"random","station_only",NA,NA,"blue",0.5,NA,1,NA
32,"8um84abg","Without","First","true",NA,0,"random","station_only",NA,NA,"blue",0.09,NA,1,NA
33,"8um84abg","Without","First","true",NA,5,"random","station_only",NA,NA,"blue",1,NA,1,NA
34,"8um84abg","Without","First","true",NA,1,"random","station_only",NA,NA,"blue",0.23,NA,1,NA
1,"8um84abg","Without","First","true",4,4,"helpful","normal",1,1,"blue",0.88,1,1,0.12
2,"8um84abg","Without","First","true",2,3,"helpful","normal",1,1,"green",0.8,0.74,-1,-0.0600000000000001
3,"8um84abg","Without","First","true",0,1,"helpful","normal",1,1,"green",0.2,0,-1,-0.2
4,"8um84abg","Without","First","true",0,0,"helpful","normal",1,1,"green",0,0,-1,0
5,"8um84abg","Without","First","true",3,3,"helpful","normal",1,1,"green",0.6,0.97,-1,0.37
6,"8um84abg","Without","First","true",3,5,"helpful","normal",1,1,"blue",1,1,1,0
7,"8um84abg","Without","First","true",0,0,"helpful","normal",1,1,"green",0,0,-1,0
8,"8um84abg","Without","First","true",1,0,"helpful","normal",1,2,"green",0,0,-1,0
9,"8um84abg","Without","First","true",4,4,"helpful","normal",1,2,"blue",0.8,1,1,0.2
10,"8um84abg","Without","First","true",3,5,"helpful","normal",1,2,"blue",1,1,1,0
11,"8um84abg","Without","First","true",5,5,"helpful","normal",1,2,"blue",1,1,1,0
12,"8um84abg","Without","First","true",3,5,"helpful","normal",1,2,"blue",1,1,1,0
13,"8um84abg","Without","First","true",4,5,"helpful","normal",1,2,"blue",1,1,1,0
14,"8um84abg","Without","First","true",5,4,"helpful","normal",1,2,"blue",0.91,1,1,0.09
15,"8um84abg","Without","First","true",2,4,"helpful","normal",2,3,"green",0.85,0.76,-1,-0.09
16,"8um84abg","Without","First","true",2,3,"helpful","normal",2,3,"green",0.78,0.54,-1,-0.24
17,"8um84abg","Without","First","true",3,3,"helpful","normal",2,3,"blue",0.5,0.61,1,0.11
18,"8um84abg","Without","First","true",1,1,"helpful","normal",2,3,"green",0.26,0,-1,-0.26
19,"8um84abg","Without","First","true",2,2,"helpful","normal",2,3,"green",0.26,0.26,-1,0
20,"8um84abg","Without","First","true",2,0,"helpful","normal",2,3,"green",0,0,-1,0
21,"8um84abg","Without","First","true",4,5,"helpful","normal",2,3,"blue",1,1,1,0
22,"8um84abg","Without","First","true",5,4,"helpful","normal",2,4,"blue",0.81,1,1,0.19
23,"8um84abg","Without","First","true",1,1,"helpful","normal",2,4,"green",0.23,0,-1,-0.23
24,"8um84abg","Without","First","true",0,1,"helpful","normal",2,4,"green",0.1,0,-1,-0.1
25,"8um84abg","Without","First","true",2,5,"helpful","normal",2,4,"blue",1,1,1,0
26,"8um84abg","Without","First","true",2,1,"helpful","normal",2,4,"green",0.2,0.2,-1,0
27,"8um84abg","Without","First","true",5,3,"helpful","normal",2,4,"blue",0.61,1,1,0.39
28,"8um84abg","Without","First","true",4,4,"helpful","normal",2,4,"blue",0.76,0.76,1,0
29,"8um84abg","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0,NA,1,NA
30,"8um84abg","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.79,NA,1,NA
31,"8um84abg","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",1,NA,1,NA
32,"8um84abg","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.5,NA,1,NA
33,"8um84abg","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.14,NA,1,NA
34,"8um84abg","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.37,NA,1,NA
1,"8um84abg","Without","First","true",5,4,"bluebias","normal",1,1,"blue",0.84,1,1,0.16
2,"8um84abg","Without","First","true",0,1,"bluebias","normal",1,1,"green",0.24,0,-1,-0.24
3,"8um84abg","Without","First","true",3,5,"bluebias","normal",1,1,"blue",1,1,1,0
4,"8um84abg","Without","First","true",5,4,"bluebias","normal",1,1,"blue",0.91,1,1,0.09
5,"8um84abg","Without","First","true",4,4,"bluebias","normal",1,1,"blue",0.92,1,1,0.08
6,"8um84abg","Without","First","true",0,1,"bluebias","normal",1,1,"green",0.03,0,-1,-0.03
7,"8um84abg","Without","First","true",0,3,"bluebias","normal",1,1,"green",0.68,0.01,-1,-0.67
8,"8um84abg","Without","First","true",2,3,"bluebias","normal",1,2,"green",0.65,0.52,-1,-0.13
9,"8um84abg","Without","First","true",5,5,"bluebias","normal",1,2,"blue",1,1,1,0
10,"8um84abg","Without","First","true",2,2,"bluebias","normal",1,2,"green",0.41,0.25,-1,-0.16
11,"8um84abg","Without","First","true",1,4,"bluebias","normal",1,2,"green",0.9,0.52,-1,-0.38
12,"8um84abg","Without","First","true",1,3,"bluebias","normal",1,2,"green",0.62,0.42,-1,-0.2
13,"8um84abg","Without","First","true",3,5,"bluebias","normal",1,2,"blue",1,1,1,0
14,"8um84abg","Without","First","true",2,5,"bluebias","normal",1,2,"blue",1,0.74,1,-0.26
15,"8um84abg","Without","First","true",1,0,"bluebias","normal",2,3,"green",0.01,0,-1,-0.01
16,"8um84abg","Without","First","true",2,3,"bluebias","normal",2,3,"green",0.62,0.52,-1,-0.1
17,"8um84abg","Without","First","true",5,4,"bluebias","normal",2,3,"blue",0.69,1,1,0.31
18,"8um84abg","Without","First","true",5,4,"bluebias","normal",2,3,"blue",1,1,1,0
19,"8um84abg","Without","First","true",0,4,"bluebias","normal",2,3,"green",0.92,0.33,-1,-0.59
20,"8um84abg","Without","First","true",4,4,"bluebias","normal",2,3,"blue",0.94,1,1,0.0600000000000001
21,"8um84abg","Without","First","true",3,3,"bluebias","normal",2,3,"green",0.67,0.84,-1,0.17
22,"8um84abg","Without","First","true",2,5,"bluebias","normal",2,4,"blue",1,1,1,0
23,"8um84abg","Without","First","true",5,5,"bluebias","normal",2,4,"blue",1,1,1,0
24,"8um84abg","Without","First","true",0,3,"bluebias","normal",2,4,"green",0.79,0.39,-1,-0.4
25,"8um84abg","Without","First","true",3,4,"bluebias","normal",2,4,"green",0.84,0.9,-1,0.0600000000000001
26,"8um84abg","Without","First","true",0,3,"bluebias","normal",2,4,"green",0.76,0.25,-1,-0.51
27,"8um84abg","Without","First","true",5,4,"bluebias","normal",2,4,"blue",0.87,1,1,0.13
28,"8um84abg","Without","First","true",4,4,"bluebias","normal",2,4,"blue",0.87,0.96,1,0.09
29,"8um84abg","Without","First","true",NA,4,"bluebias","station_only",NA,NA,"blue",1,NA,1,NA
30,"8um84abg","Without","First","true",NA,2,"bluebias","station_only",NA,NA,"blue",0.34,NA,1,NA
31,"8um84abg","Without","First","true",NA,3,"bluebias","station_only",NA,NA,"blue",0.64,NA,1,NA
32,"8um84abg","Without","First","true",NA,0,"bluebias","station_only",NA,NA,"blue",0,NA,1,NA
33,"8um84abg","Without","First","true",NA,5,"bluebias","station_only",NA,NA,"blue",1,NA,1,NA
34,"8um84abg","Without","First","true",NA,1,"bluebias","station_only",NA,NA,"blue",0.2,NA,1,NA
1,"lq0zt2wd","Without","First","true",0,2,"helpful","normal",1,1,"green",0.4,0.18,-1,-0.22
2,"lq0zt2wd","Without","First","true",2,0,"helpful","normal",1,1,"green",0,0.11,-1,0.11
3,"lq0zt2wd","Without","First","true",3,3,"helpful","normal",1,1,"blue",0.85,0.73,1,-0.12
4,"lq0zt2wd","Without","First","true",4,4,"helpful","normal",1,1,"blue",0.83,0.88,1,0.05
5,"lq0zt2wd","Without","First","true",0,2,"helpful","normal",1,1,"green",0.48,0.25,-1,-0.23
6,"lq0zt2wd","Without","First","true",3,1,"helpful","normal",1,1,"green",0.18,0.36,-1,0.18
7,"lq0zt2wd","Without","First","true",0,1,"helpful","normal",1,1,"green",0.16,0.08,-1,-0.08
8,"lq0zt2wd","Without","First","true",4,3,"helpful","normal",1,2,"blue",0.74,0.85,1,0.11
9,"lq0zt2wd","Without","First","true",2,3,"helpful","normal",1,2,"green",0.65,0.65,-1,0
10,"lq0zt2wd","Without","First","true",2,2,"helpful","normal",1,2,"green",0.44,0.5,-1,0.06
11,"lq0zt2wd","Without","First","true",3,3,"helpful","normal",1,2,"blue",0.7,0.81,1,0.11
12,"lq0zt2wd","Without","First","true",3,5,"helpful","normal",1,2,"blue",1,0.95,1,-0.05
13,"lq0zt2wd","Without","First","true",3,3,"helpful","normal",1,2,"blue",0.81,0.82,1,0.0099999999999999
14,"lq0zt2wd","Without","First","true",4,4,"helpful","normal",1,2,"blue",0.93,0.95,1,0.0199999999999999
15,"lq0zt2wd","Without","First","true",5,4,"helpful","normal",2,3,"blue",0.94,1,1,0.0600000000000001
16,"lq0zt2wd","Without","First","true",2,0,"helpful","normal",2,3,"green",0,0.09,-1,0.09
17,"lq0zt2wd","Without","First","true",1,2,"helpful","normal",2,3,"green",0.17,0.15,-1,-0.02
18,"lq0zt2wd","Without","First","true",2,2,"helpful","normal",2,3,"green",0.24,0.22,-1,-0.02
19,"lq0zt2wd","Without","First","true",2,0,"helpful","normal",2,3,"green",0,0.24,-1,0.24
20,"lq0zt2wd","Without","First","true",4,4,"helpful","normal",2,3,"blue",0.9,0.91,1,0.01
21,"lq0zt2wd","Without","First","true",2,1,"helpful","normal",2,3,"green",0.11,0.15,-1,0.04
22,"lq0zt2wd","Without","First","true",2,0,"helpful","normal",2,4,"green",0,0.06,-1,0.06
23,"lq0zt2wd","Without","First","true",3,0,"helpful","normal",2,4,"green",0,0.31,-1,0.31
24,"lq0zt2wd","Without","First","true",3,4,"helpful","normal",2,4,"blue",0.86,0.71,1,-0.15
25,"lq0zt2wd","Without","First","true",5,5,"helpful","normal",2,4,"blue",1,1,1,0
26,"lq0zt2wd","Without","First","true",3,4,"helpful","normal",2,4,"blue",0.95,0.89,1,-0.0599999999999999
27,"lq0zt2wd","Without","First","true",4,4,"helpful","normal",2,4,"blue",0.83,0.85,1,0.02
28,"lq0zt2wd","Without","First","true",5,3,"helpful","normal",2,4,"blue",0.68,0.92,1,0.24
29,"lq0zt2wd","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.41,NA,1,NA
30,"lq0zt2wd","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.7,NA,1,NA
31,"lq0zt2wd","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.82,NA,1,NA
32,"lq0zt2wd","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",0.9,NA,1,NA
33,"lq0zt2wd","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.1,NA,1,NA
34,"lq0zt2wd","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.12,NA,1,NA
1,"lq0zt2wd","Without","First","true",4,3,"random","normal",1,1,"blue",0.79,0.9,1,0.11
2,"lq0zt2wd","Without","First","true",0,3,"random","normal",1,1,"green",0.64,0.18,-1,-0.46
3,"lq0zt2wd","Without","First","true",1,2,"random","normal",1,1,"green",0.25,0.17,-1,-0.08
4,"lq0zt2wd","Without","First","true",2,2,"random","normal",1,1,"green",0.48,0.37,-1,-0.11
5,"lq0zt2wd","Without","First","true",5,4,"random","normal",1,1,"blue",0.86,1,1,0.14
6,"lq0zt2wd","Without","First","true",4,5,"random","normal",1,1,"blue",1,1,1,0
7,"lq0zt2wd","Without","First","true",5,2,"random","normal",1,1,"blue",0.32,0.74,1,0.42
8,"lq0zt2wd","Without","First","true",4,2,"random","normal",1,2,"blue",0.32,0.83,1,0.51
9,"lq0zt2wd","Without","First","true",5,4,"random","normal",1,2,"blue",0.66,0.96,1,0.3
10,"lq0zt2wd","Without","First","true",1,2,"random","normal",1,2,"green",0.31,0.2,-1,-0.11
11,"lq0zt2wd","Without","First","true",5,5,"random","normal",1,2,"blue",1,1,1,0
12,"lq0zt2wd","Without","First","true",3,3,"random","normal",1,2,"blue",0.66,0.66,1,0
13,"lq0zt2wd","Without","First","true",1,3,"random","normal",1,2,"green",0.64,0.47,-1,-0.17
14,"lq0zt2wd","Without","First","true",3,5,"random","normal",1,2,"blue",1,0.93,1,-0.07
15,"lq0zt2wd","Without","First","true",5,1,"random","normal",2,3,"blue",0.1,0.32,1,0.22
16,"lq0zt2wd","Without","First","true",5,2,"random","normal",2,3,"blue",0.37,0.89,1,0.52
17,"lq0zt2wd","Without","First","true",2,2,"random","normal",2,3,"green",0.43,0.34,-1,-0.09
18,"lq0zt2wd","Without","First","true",0,2,"random","normal",2,3,"green",0.41,0.07,-1,-0.34
19,"lq0zt2wd","Without","First","true",0,2,"random","normal",2,3,"green",0.37,0.32,-1,-0.05
20,"lq0zt2wd","Without","First","true",5,4,"random","normal",2,3,"blue",0.86,1,1,0.14
21,"lq0zt2wd","Without","First","true",5,1,"random","normal",2,3,"blue",0.34,0.65,1,0.31
22,"lq0zt2wd","Without","First","true",4,3,"random","normal",2,4,"blue",0.67,0.85,1,0.18
23,"lq0zt2wd","Without","First","true",0,2,"random","normal",2,4,"green",0.55,0.38,-1,-0.17
24,"lq0zt2wd","Without","First","true",1,3,"random","normal",2,4,"green",0.65,0.16,-1,-0.49
25,"lq0zt2wd","Without","First","true",1,3,"random","normal",2,4,"green",0.71,0.18,-1,-0.53
26,"lq0zt2wd","Without","First","true",0,2,"random","normal",2,4,"green",0.4,0.12,-1,-0.28
27,"lq0zt2wd","Without","First","true",1,4,"random","normal",2,4,"green",0.85,0.39,-1,-0.46
28,"lq0zt2wd","Without","First","true",2,4,"random","normal",2,4,"green",0.82,0.29,-1,-0.53
29,"lq0zt2wd","Without","First","true",NA,1,"random","station_only",NA,NA,"blue",0.19,NA,1,NA
30,"lq0zt2wd","Without","First","true",NA,2,"random","station_only",NA,NA,"blue",0.32,NA,1,NA
31,"lq0zt2wd","Without","First","true",NA,4,"random","station_only",NA,NA,"blue",0.45,NA,1,NA
32,"lq0zt2wd","Without","First","true",NA,0,"random","station_only",NA,NA,"blue",0.05,NA,1,NA
33,"lq0zt2wd","Without","First","true",NA,3,"random","station_only",NA,NA,"blue",0.68,NA,1,NA
34,"lq0zt2wd","Without","First","true",NA,5,"random","station_only",NA,NA,"blue",1,NA,1,NA
1,"lq0zt2wd","Without","First","true",4,5,"bluebias","normal",1,1,"blue",0.95,1,1,0.05
2,"lq0zt2wd","Without","First","true",4,5,"bluebias","normal",1,1,"blue",1,1,1,0
3,"lq0zt2wd","Without","First","true",1,3,"bluebias","normal",1,1,"green",0.68,0.38,-1,-0.3
4,"lq0zt2wd","Without","First","true",3,5,"bluebias","normal",1,1,"blue",1,0.82,1,-0.18
5,"lq0zt2wd","Without","First","true",1,1,"bluebias","normal",1,1,"green",0.23,0.03,-1,-0.2
6,"lq0zt2wd","Without","First","true",1,2,"bluebias","normal",1,1,"green",0.36,0.12,-1,-0.24
7,"lq0zt2wd","Without","First","true",4,5,"bluebias","normal",1,1,"blue",1,1,1,0
8,"lq0zt2wd","Without","First","true",1,4,"bluebias","normal",1,2,"green",0.96,0.18,-1,-0.78
9,"lq0zt2wd","Without","First","true",2,3,"bluebias","normal",1,2,"green",0.71,0.32,-1,-0.39
10,"lq0zt2wd","Without","First","true",3,5,"bluebias","normal",1,2,"blue",1,0.71,1,-0.29
11,"lq0zt2wd","Without","First","true",3,5,"bluebias","normal",1,2,"blue",1,0.9,1,-0.1
12,"lq0zt2wd","Without","First","true",3,4,"bluebias","normal",1,2,"green",0.89,0.86,-1,-0.03
13,"lq0zt2wd","Without","First","true",1,3,"bluebias","normal",1,2,"green",0.68,0.25,-1,-0.43
14,"lq0zt2wd","Without","First","true",3,4,"bluebias","normal",1,2,"blue",0.83,0.75,1,-0.08
15,"lq0zt2wd","Without","First","true",4,4,"bluebias","normal",2,3,"blue",0.82,0.85,1,0.03
16,"lq0zt2wd","Without","First","true",2,3,"bluebias","normal",2,3,"green",0.65,0.63,-1,-0.02
